/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_14_714.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_14_714.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_14_714.jpg,0,0,0,3.24685
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_14_784.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_14_784.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_14_784.jpg,0,0,0,3.227267
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_14_860.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_14_860.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_14_860.jpg,0,0,0,3.201338
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_14_927.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_14_927.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_14_927.jpg,-0.05,0,0,3.181725
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_016.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_016.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_016.jpg,-0.3,0.208899,0,3.309149
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_092.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_092.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_092.jpg,0,0.1444831,0,3.481774
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_178.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_178.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_178.jpg,-0.05,0,0,3.470536
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_280.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_280.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_280.jpg,-0.3,0.07569015,0,3.535327
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_361.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_361.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_361.jpg,0,0,0,3.506596
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_443.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_443.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_443.jpg,-0.05,0.2010391,0,3.564449
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_515.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_515.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_515.jpg,-0.25,0.2152383,0,3.770302
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_593.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_593.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_593.jpg,0,0,0,3.804523
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_676.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_676.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_676.jpg,-0.15,0.1522622,0,3.841866
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_749.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_749.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_749.jpg,-0.3,0.317295,0,3.995181
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_831.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_831.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_831.jpg,0,0.01634681,0,4.063256
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_909.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_909.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_909.jpg,-0.15,0.1765319,0,4.097406
/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/center_2019_01_10_18_28_15_982.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/left_2019_01_10_18_28_15_982.jpg,/Users/daniel.reyna/SDC/Behavioral-Cloning/data_mac/IMG/right_2019_01_10_18_28_15_982.jpg,-0.35,0.1950992,0,4.26172
